IF_adj,diferenca_limite,diferenca_prazo,diferenca_taxa
Cooperativas,50704.430000000022,-42.0,
Cooperativas,-353734.02,-162.0,
Cooperativas,-118816.33999999998,,
Cooperativas,-29630.400000000005,,
Cooperativas,-9720.8100000000013,,
Cooperativas,24507.910000000003,,
Cooperativas,472530.73,,
Cooperativas,7601.1199999999953,,
Cooperativas,-66904.94,,
Cooperativas,148055.59999999998,,
Cooperativas,-478261.79000000004,,
Cooperativas,-79805.350000000049,,
Cooperativas,-90851.359999999957,,
Cooperativas,-25115.750000000131,,
Cooperativas,-57437.130000000005,,
Cooperativas,499545.95,17.0,
Cooperativas,109879.1,6.0,0.00060740844522862852
Cooperativas,333940.24,-6.0,0.0027779839132841752
Cooperativas,112684.76999999999,-42.0,
Cooperativas,12663.200000000012,,
Cooperativas,155779.76,,
Cooperativas,-90213.219999999972,,
Cooperativas,130388.29,,
Cooperativas,-43999.979999999989,,
Cooperativas,-117506.68999999997,,
Cooperativas,-38955.490000000013,,
Cooperativas,-46898.289999999994,,
Cooperativas,178210.99,-6.0,0.009329441965505187
Cooperativas,-25901.879999999997,-162.0,
Cooperativas,-18119.579999999991,,
Cooperativas,-41943.500000000015,,
Cooperativas,54409.7,,
Cooperativas,135718.63,,
Cooperativas,-14575.870000000003,,
Cooperativas,9473.58999999996,,
Cooperativas,-28961.329999999994,,
Cooperativas,47982.569999999992,,
Cooperativas,14662.740000000005,,
Cooperativas,-19581.559999999961,,
Cooperativas,-55910.759999999995,,
Cooperativas,15772.45,,
Cooperativas,76808.540000000008,,
Cooperativas,-2829.3200000000015,,
Cooperativas,2744.2999999999738,,
Cooperativas,53653.06,6.0,
Cooperativas,-32882.66,-6.0,
Cooperativas,-45369.42,-24.0,0.040534615384615384
Cooperativas,-230076.01999999996,-18.0,0.010152192161121655
Cooperativas,-87479.8,-30.0,
Cooperativas,-87668.819999999992,-42.0,
Daycoval,61578.470000000016,-30.0,-0.040238355336359485
Daycoval,83611.63,,
Daycoval,69005.409999999858,,
Daycoval,41635.179999999993,,
Daycoval,-33893.060000000019,,
Daycoval,-6921.6399999999849,,
Daycoval,-17796.740000000023,,
Daycoval,-35522.75,,
Daycoval,-5833.1200000001045,,
Daycoval,112019.85000000003,,
Daycoval,127058.65000000005,,
Daycoval,25816.860000000008,-30.0,
Daycoval,-32335.69000000001,,
Daycoval,157108.55000000008,,
Daycoval,61487.679999999964,,
Daycoval,-127412.82,,
Daycoval,-41282.43,-18.0,
Daycoval,-96327.300000000192,,
Daycoval,-76119.589999999953,,
Daycoval,78787.930000000022,,
Daycoval,-11285.89,,
Daycoval,1277.8899999999958,,
Infinite Pay,7686.81,,
Infinite Pay,-44178.05000000001,6.0,
Infinite Pay,58473.86,6.0,-0.01305584202841762
Infinite Pay,1467.5699999999997,0.0,0.0034042389987888819
Infinite Pay,15049.15,9.0,
Infinite Pay,-13918.190000000002,,
Infinite Pay,-27729.110000000004,-6.0,0.0049994945316248068
Infinite Pay,61081.65,,
Infinite Pay,-66646.61,-24.0,
Infinite Pay,13876.179999999989,,
Infinite Pay,60957.69,,
Infinite Pay,763.95000000000073,6.0,
Infinite Pay,-9884.9800000000087,,
Itaú,-9276.98000000001,,
Itaú,-13997.86000000001,,
Itaú,-114972.44,,
Itaú,14505.980000000069,,
Itaú,-19296.75,,
Itaú,57374.150000000052,,
Itaú,-5973.50999999998,-42.0,
Itaú,-45192.369999999995,,
Itaú,107156.80999999997,,
Itaú,-96627.410000000018,,
Itaú,122218.76999999999,-42.0,
Itaú,-23554.92,-42.0,
Itaú,-184395.57000000004,-42.0,
Itaú,-34867.95,,
Itaú,-77924.849999999991,,
Itaú,-41780.489999999983,,
Itaú,-38127.25,,
Itaú,-39884.749999999985,,
Itaú,77293.67,-6.0,-0.0040433289770701944
Itaú,-30037.05999999999,,
Itaú,87404.11,,
Itaú,-11955.190000000011,,
Itaú,111813.01999999999,,
Itaú,2669.179999999993,,
Itaú,-107101.54000000001,-42.0,
Itaú,18825.140000000003,-42.0,
Itaú,-153442.69,-42.0,0.012999738707951083
Itaú,51566.049999999988,,
Itaú,-91371.269999999975,,
Itaú,-54845.06,-42.0,
Itaú,104257.98,-48.0,
Itaú,-193117.2,-42.0,
Itaú,453402.37,-42.0,0.008015322223860772
Itaú,-11699.729999999967,,
Itaú,8203.19,,
Itaú,95408.830000000016,,
Itaú,51818.900000000009,,
Itaú,-146291.2099999999,,
Itaú,19559.059999999998,-42.0,
Itaú,6138.1499999999978,-42.0,
Itaú,115221.43,,
Itaú,10278.010000000002,,
Itaú,-6722.8999999999651,,
Itaú,-6161.099999999984,,
Itaú,37068.910000000018,,
Itaú,-43907.72,-36.0,0.03399877727847072
Itaú,-71163.170000000013,,
Itaú,-141473.51,,
Itaú,23593.710000000006,-30.0,
Itaú,-77810.060000000027,-42.0,
Itaú,58485.68,,
Itaú,-17980.25,,
Itaú,-65231.069999999963,,
Itaú,95025.949999999983,,
Itaú,-229702.32000000004,-30.0,
Itaú,-146515.29999999993,,
Itaú,64205.309999999983,,
Itaú,10856.950000000012,,
Itaú,344087.41999999993,,
Itaú,94607.91,,
Itaú,-37681.680000000015,,
Itaú,32119.659999999974,,
Itaú,-14905.629999999997,,
Itaú,56460.81,,
Itaú,-4124.4599999999864,,
Itaú,-125709.53999999994,,
Itaú,-21042.659999999982,,
Itaú,-170979.03,-30.0,
Itaú,71188.930000000022,,
Itaú,-130756.27999999997,,
Itaú,-82097.160000000018,,
Itaú,-19611.559999999983,,
Itaú,-272997.72000000003,,
Itaú,45601.729999999996,-42.0,
Itaú,-39908.419999999991,-42.0,
Itaú,20500.69000000001,,
Itaú,-103613.09,-42.0,
Itaú,-55428.87,-42.0,
Itaú,75160.94,-42.0,
Itaú,-49934.080000000009,,
Itaú,17500.54,,
Itaú,60397.290000000008,,
Itaú,-31153.540000000012,,
Itaú,-19966.139999999985,6.0,
Itaú,-17328.29,-30.0,
Itaú,-207031.05,-36.0,
Itaú,71917.689999999988,,
Itaú,295312.59000000008,,
Itaú,-136115.52999999997,,
Itaú,23468.46,6.0,
Itaú,-39541.359999999986,-42.0,
Itaú,119710.82,,
Itaú,-66652.419999999969,,
Itaú,65182.649999999994,,
Itaú,46107.999999999971,,
Itaú,-252912.85999999993,,
Itaú,-122101.74,,
Itaú,140964.63,6.0,-0.009003326891941419
Itaú,6715.2299999999959,-6.0,0.0072951139873262613
Itaú,16819.39,,
Itaú,44915.429999999978,,
Itaú,-61013.579999999944,,
Itaú,113493.28000000003,,
Itaú,10882.720000000001,-42.0,
Itaú,-45784.900000000009,-48.0,
Itaú,111324.33000000002,-42.0,
Itaú,27058.149999999994,,
Itaú,152488.09999999998,,
Itaú,36366.819999999978,,
Itaú,-19064.74000000002,,
Itaú,27522.510000000009,,
Itaú,-53712.879999999983,,
Itaú,-29763.649999999951,,
Itaú,20453.660000000003,,
Itaú,-86594.619999999966,,
Itaú,-332030.51,,
Itaú,10261.069999999978,-42.0,
Itaú,-103091.43000000004,-42.0,
Itaú,-102977.62000000001,,
Itaú,45952.850000000006,,
Itaú,-49475.95,,
Itaú,-23418.729999999996,-30.0,
Itaú,-241188.91999999998,-42.0,
Itaú,-37982.509999999995,-42.0,
Itaú,-26996.599999999984,,
Itaú,170322.55000000002,,
Itaú,-76003.760000000053,,
Itaú,258423.84,,
Itaú,-133529.85000000009,,
Itaú,-80900.73000000001,-48.0,
Itaú,199977.34999999998,-36.0,0.0075988418759317666
Itaú,83340.329999999987,,
Itaú,-144409.17000000004,,
Itaú,-58893.29,,
Itaú,-139922.30999999997,,
Itaú,-135086.22,,
Itaú,22875.329999999987,,
Itaú,145823.74,,
Itaú,230572.27000000002,,
Itaú,43692.490000000005,6.0,
Itaú,56096.530000000028,-48.0,0.010001254193430974
Itaú,806.30999999998312,,
Itaú,-94821.209999999963,,
Itaú,-188823.09000000003,,
Itaú,-79635.839999999982,,
Itaú,19274.879999999997,-30.0,
Itaú,-77253.459999999919,,
Itaú,356780.60000000009,,
Itaú,10460.890000000007,,
Itaú,19319.47,-6.0,0.0037515743136529792
Itaú,5090.1899999999987,-42.0,
Itaú,-8840.4499999999534,,
Itaú,140131.09000000003,,
Itaú,385105.58999999997,0.0,
Itaú,-7290.4200000000019,-42.0,
Itaú,64810.900000000038,,
Itaú,85381.46,-6.0,0.010922580490838676
Itaú,-171860.83000000005,-30.0,0.0058108633648603324
Itaú,-22743.329999999998,-30.0,
Itaú,-29699.420000000013,,
Itaú,37183.509999999995,,
Itaú,103217.09999999998,,
Itaú,-26822.269999999931,,
Itaú,24587.079999999987,,
Itaú,-258971.93,,
Itaú,-3055.6299999999974,-42.0,
Itaú,-55153.499999999956,,
Itaú,-142592.08000000002,,
Itaú,120447.83,,
Itaú,-90852.709999999948,,
Itaú,45409.37000000001,,
Itaú,19971.940000000002,,
Itaú,-60973.029999999992,,
Itaú,99400.420000000013,,
Itaú,1224.8199999999924,,
Itaú,-93619.849999999977,,
Itaú,157324.63999999998,12.0,0.01674295356859426
Itaú,88007.97,-6.0,0.0010983926387512534
Itaú,-62952.12,-42.0,
Itaú,-15303.440000000002,-42.0,
Itaú,-924.859999999986,,
Itaú,-21347.280000000086,,
Itaú,-65993.76999999996,,
Itaú,55629.93,12.0,-0.064460744690803692
Itaú,64305.87999999999,6.0,0.009213618799413216
Itaú,-143629.75,-42.0,0.024000533856294588
Itaú,-58980.88,,
Itaú,-2490.3600000000006,,
Itaú,15998.069999999949,,
Itaú,21523.839999999997,,
Itaú,78312.329999999987,,
Itaú,57579.430000000037,,
Itaú,56320.729999999996,-42.0,
Itaú,-17788.879999999976,,
Itaú,419920.87,,
Itaú,-177832.58000000007,,
Itaú,145307.46,,
Itaú,48283.429999999993,,
Itaú,-93496.0,,
Itaú,8255.1799999999785,,
Itaú,-46627.929999999978,-42.0,0.010001016947171995
Itaú,19330.770000000004,,
Itaú,42442.420000000013,,
Itaú,7818.4700000000012,,
Itaú,21619.589999999997,,
Itaú,42046.71,-30.0,
Itaú,-143838.92,-48.0,
Itaú,-250344.22000000023,,
Itaú,43421.75,,
Itaú,5184.9799999999886,,
Itaú,-30197.070000000007,,
Itaú,-74779.250000000015,,
Itaú,7583.1600000000108,,
Itaú,16104.670000000002,15.0,
Itaú,-67195.78,-6.0,0.01398759142703216
Itaú,-188985.06,-42.0,
Itaú,-37555.349999999991,-48.0,0.032257286157213065
Itaú,122716.86999999998,,
Itaú,65626.549999999988,,
Itaú,5222.0999999999995,9.0,
Itaú,128040.63000000002,-6.0,-0.016402479713591364
Itaú,21588.630000000005,-42.0,
Itaú,-128898.12000000002,-42.0,
Itaú,44859.760000000024,,
Itaú,41443.900000000023,,
Itaú,-73948.010000000009,,
Itaú,180280.26,15.0,-0.0012864525829997947
Itaú,86720.73000000001,-42.0,
Itaú,-48949.200000000004,-48.0,
Itaú,-15177.89,-48.0,0.037042566456674968
Itaú,35369.51,,
Itaú,-258216.42999999993,,
Itaú,-162665.31000000003,,
Itaú,26019.65,-42.0,
Itaú,73265.110000000044,,
Itaú,105631.90000000001,,
Itaú,-56099.569999999971,,
Itaú,14203.700000000012,,
Itaú,-159809.51999999996,,
Itaú,-43482.000000000007,,
Itaú,6799.6199999999735,,
Itaú,92664.6,,
Itaú,132607.57000000004,,
Itaú,24334.989999999991,-42.0,
Itaú,-70538.469999999972,,
Itaú,119718.29,,
Itaú,-132672.43,,
Itaú,11283.43,-30.0,
Itaú,2393.5299999999988,-42.0,
Itaú,-238211.43000000002,,
Itaú,-131125.23,,
Itaú,36092.059999999983,,
Itaú,30260.36,,
Itaú,-17557.489999999991,,
Itaú,-19108.799999999996,,
Itaú,-6453.1900000000169,,
Itaú,-84994.209999999992,-42.0,0.0099993279131969856
Itaú,-38432.139999999752,,
Itaú,-73145.469999999972,,
Itaú,80264.879999999961,,
Itaú,-176659.44999999998,,
Itaú,-5660.1499999999978,,
Itaú,32091.450000000012,,
Itaú,21004.530000000013,,
Itaú,53327.060000000005,-6.0,
Itaú,158488.01,-48.0,
Itaú,-11686.140000000029,,
Itaú,114686.14999999997,,
Itaú,-84644.440000000031,,
Itaú,-21037.350000000006,,
Itaú,340449.26,-30.0,
Itaú,-148595.13,-48.0,
Itaú,-62077.9,-42.0,
Itaú,12386.120000000003,-42.0,
Itaú,-8104.9700000000012,-42.0,
Itaú,-112110.25000000001,,
Itaú,31083.89,12.0,
Itaú,-18546.39,,
Itaú,9550.25999999998,,
Itaú,53727.659999999974,,
Itaú,-96070.020000000019,15.0,0.0037719076200371723
Itaú,316510.31,,
Itaú,-135459.15000000002,,
Itaú,-120085.72,,
Itaú,-24311.87999999999,-6.0,0.018899649946332156
Itaú,-60860.020000000004,,
Itaú,96206.33,,
Itaú,-188571.66999999998,,
Itaú,81747.06,,
Itaú,115772.09,12.0,
Itaú,-7192.4899999999761,,
Itaú,-10369.13,,
Itaú,-25170.560000000012,-42.0,
Itaú,-141623.47999999998,-42.0,
Itaú,-67283.150000000009,,
Itaú,-14137.320000000007,,
Itaú,-5720.53999999995,,
Itaú,975.54000000001543,,
Itaú,-22012.059999999998,,
Itaú,4855.9500000000116,-18.0,0.012260304721608065
Itaú,58988.41,,
Itaú,-366234.66000000003,,
Itaú,2086.4900000000016,-42.0,
Itaú,117942.58999999991,,
Itaú,-64724.329999999994,-42.0,
Itaú,-232594.65000000005,,
Itaú,104527.73999999999,,
Itaú,-17110.160000000003,-18.0,
Itaú,5715.8099999999686,-30.0,0.0084304692419690762
Itaú,90062.43,-42.0,
Itaú,16298.790000000008,,
Itaú,40255.270000000019,,
Itaú,72793.859999999986,,
Itaú,14223.460000000065,,
Itaú,-16072.070000000007,,
Itaú,26036.89,,
Itaú,45739.36,6.0,-0.0041923055569517559
Itaú,13788.26999999999,-30.0,
Itaú,335591.24,-42.0,
Itaú,68280.84,,
Itaú,175201.14,,
Itaú,14501.339999999997,,
Itaú,2210.8099999999977,,
Itaú,48536.83,-42.0,
Itaú,287002.66000000003,,
Itaú,-76553.439999999959,,
Itaú,327741.74,-24.0,
Itaú,-7390.9199999999837,-42.0,
Itaú,48539.059999999983,,
Itaú,466785.93,,
Itaú,-2238.4799999999814,,
Itaú,-12189.169999999969,,
Itaú,121429.67000000001,,
Itaú,3220.2400000000162,,
Itaú,-154926.91999999998,,
Itaú,165509.69999999998,,
Itaú,34316.109999999986,,
Itaú,-54314.529999999984,,
Itaú,-19837.139999999985,,
Itaú,5314.6900000000023,,
Itaú,-12425.920000000015,,
Itaú,-27657.840000000131,,
Itaú,149457.16999999998,,
Itaú,119592.40000000005,,
Itaú,-46097.580000000016,-6.0,
Itaú,23434.800000000003,,
Itaú,-43827.189999999973,,
Itaú,54878.08,,
Itaú,-26489.900000000009,6.0,
Itaú,323077.86,-30.0,0.0043663576645928889
Itaú,-14503.340000000011,-36.0,
Itaú,84535.709999999992,-42.0,
Itaú,-21809.690000000002,,
Itaú,9032.179999999993,,
Itaú,-365001.77000000014,,
Itaú,392215.72,,
Itaú,181944.36000000004,,
Itaú,18938.36,-30.0,0.0072473407747865766
Itaú,-142369.68000000002,-42.0,
Itaú,-101249.15999999997,,
Itaú,-131736.41999999998,,
Itaú,49858.950000000012,,
Itaú,62342.810000000005,,
Itaú,15063.450000000026,,
Itaú,27845.759999999995,,
Itaú,-325890.30999999994,-30.0,0.00610041917805678
Itaú,-52003.190000000017,-42.0,
Itaú,6661.1199999999953,-42.0,
Itaú,15592.029999999999,-48.0,
Itaú,-10155.610000000015,-42.0,
Itaú,-29420.110000000015,,
Itaú,2928.1800000000003,,
Itaú,-68728.050000000017,,
Itaú,7974.7100000000028,,
Itaú,43311.919999999984,-6.0,0.00030809159543813275
Itaú,49906.06,-42.0,
Itaú,85122.929999999978,,
Itaú,190927.35000000006,,
Itaú,11227.55,,
Itaú,-57434.999999999971,,
Itaú,-41676.99,,
Itaú,111178.64,,
Itaú,-14807.820000000007,,
Itaú,34946.42,,
Itaú,46679.19,,
Itaú,96844.98000000001,-18.0,-0.007222928317234336
Itaú,50555.959999999992,-42.0,
Itaú,61968.610000000015,-42.0,
Itaú,-32776.210000000021,,
Itaú,29336.989999999998,12.0,-0.010000328178349317
Itaú,112713.58000000002,-42.0,
Itaú,72610.59,,
Itaú,-146810.44000000012,,
Itaú,-12367.770000000004,,
Itaú,90066.610000000044,,
Itaú,69478.03,-42.0,
Itaú,-28726.11,-42.0,
Itaú,6067.5,-48.0,
Itaú,-16534.129999999965,,
Itaú,18066.74000000002,,
Itaú,-88429.210000000021,,
Itaú,14760.989999999976,,
Itaú,66947.620000000024,,
Itaú,-278023.76,,
Itaú,-226001.83999999991,,
Itaú,8867.5099999999984,-30.0,0.012993836848128229
Itaú,269891.71,,
Itaú,-12412.22000000003,,
Itaú,4214.6199999999953,-42.0,0.022076447007308216
Itaú,46033.269999999975,,
Itaú,-26686.78999999999,,
Itaú,325840.37,,
Itaú,-43524.579999999958,,
Itaú,11512.05,17.0,
Itaú,15190.750000000002,-6.0,0.0017949163784527142
Itaú,-16895.780000000002,-48.0,
Itaú,-30755.129999999997,-48.0,
Itaú,12901.609999999957,,
Itaú,192179.21000000002,,
Itaú,68934.26,,
Itaú,29752.390000000007,,
Itaú,315648.36,-42.0,
Itaú,-50171.709999999992,-42.0,
Itaú,10412.199999999999,,
Itaú,-181274.39999999997,,
Itaú,8337.2200000000012,,
Itaú,-73694.670000000027,,
Itaú,-35625.689999999988,,
Itaú,-23657.940000000002,-30.0,0.012260319227070784
Itaú,121017.31,-42.0,
Itaú,-36206.91,,
Itaú,-2840.5999999999913,,
Itaú,184751.05,-18.0,-0.0011496051534424616
Itaú,-375331.35,-30.0,
Itaú,62559.119999999995,-42.0,
Itaú,11316.14,-42.0,0.015281549546262999
Itaú,-40383.06,,
Itaú,-73539.210000000021,,
Itaú,10884.239999999998,,
Itaú,111359.18000000001,,
Itaú,-187668.98,-42.0,0.007999787764277861
Itaú,-28493.290000000008,-30.0,0.015992364297172171
Itaú,-14406.839999999997,,
Itaú,188696.19,,
Itaú,11554.649999999965,,
Itaú,33202.5,,
Itaú,10264.900000000023,,
Itaú,-14438.789999999994,-42.0,0.015873022952513836
Itaú,-50101.770000000004,-42.0,
Itaú,-287595.04000000004,,
Itaú,49358.229999999981,,
Itaú,-116613.00000000003,,
Itaú,45123.98000000001,-42.0,0.014221586885611554
Itaú,61465.009999999951,,
Itaú,-194350.11000000004,,
Itaú,106709.29000000001,,
Itaú,-102728.42000000001,,
Itaú,-157542.91000000003,,
Itaú,-25658.449999999983,,
Itaú,14439.169999999969,,
Itaú,-111099.36000000002,,
Itaú,-29772.440000000031,,
Itaú,-85696.569999999949,,
Itaú,-64651.0,,
Itaú,-46314.659999999996,,
Itaú,50057.209999999977,,
Itaú,19781.57,-42.0,
Itaú,26063.18,,
Itaú,31574.839999999997,,
Itaú,103488.20999999999,,
Itaú,183992.41999999998,,
Itaú,25284.380000000019,,
Itaú,20613.299999999959,,
Itaú,-52201.169999999969,,
Itaú,-52904.52999999997,,
Itaú,473983.34,17.0,
Itaú,150578.87,,
Itaú,36517.240000000005,,
Itaú,80362.89,,
Itaú,-23258.830000000016,,
Itaú,63024.299999999996,,
Itaú,116089.01999999999,-30.0,
Itaú,-53139.53,-42.0,
Itaú,98658.16,-42.0,
Itaú,17879.450000000012,-42.0,
Itaú,33460.840000000026,,
Itaú,10269.740000000005,,
Itaú,-26034.039999999972,,
Itaú,11488.970000000088,,
Itaú,-7779.2600000000093,,
Itaú,-22195.0,,
Itaú,32364.829999999987,,
Itaú,63715.570000000007,,
Itaú,-122750.66,-42.0,
Itaú,-27755.850000000006,-42.0,
Itaú,-49351.200000000026,-42.0,
Itaú,-38683.429999999993,,
Itaú,-263025.22999999992,,
Itaú,-331834.13,,
Itaú,-146803.88000000003,,
Itaú,156058.59,-18.0,
Itaú,-7735.4599999999991,-48.0,
Itaú,99320.76,,
Itaú,-2801.0199999999968,,
Itaú,-93738.10000000002,,
Itaú,372892.2199999998,,
Itaú,-1207.5500000000102,,
Itaú,1687.0699999999924,,
Itaú,-6265.6899999999587,,
Itaú,-26246.87000000001,,
Itaú,56990.859999999986,,
Itaú,75915.97,,
Itaú,61680.73000000001,,
Itaú,12300.670000000027,,
Itaú,-8107.6399999999994,-30.0,
Itaú,96564.569999999992,-42.0,
Itaú,-73136.39999999998,-42.0,
Itaú,-36542.359999999971,,
Itaú,-252561.08999999991,,
Itaú,-171970.20000000004,,
Itaú,153447.47,,
Itaú,-100430.77999999997,,
Itaú,-22562.610000000004,,
Itaú,7065.190000000006,,
Itaú,21306.739999999991,,
Itaú,118511.87,,
Itaú,-19085.75,-6.0,
Itaú,-44512.119999999995,-42.0,
Itaú,-32028.560000000041,,
Itaú,83495.610000000015,,
Itaú,-375847.0,,
Itaú,9654.52,-6.0,0.003693984108967114
Itaú,30810.52,-48.0,
Itaú,75148.729999999981,,
Itaú,367811.04,,
Itaú,-112019.66000000003,,
Itaú,-146012.32,-162.0,
Itaú,-62681.02999999997,,
Itaú,-5633.1099999999933,,
Itaú,-59957.72,,
Itaú,38879.93,,
Itaú,-169718.33000000005,,
Itaú,119818.14000000001,,
Itaú,166346.77000000002,-12.0,-0.0038017115300999771
Itaú,681.04000000000087,-42.0,0.01600364275761397
Itaú,137943.72999999998,-48.0,
Itaú,139602.95999999996,-42.0,
Itaú,21080.0,,
Itaú,5434.68,-42.0,
Itaú,35333.44999999999,-42.0,0.015003180466367241
Itaú,-46040.410000000033,,
Itaú,-14411.160000000003,,
Itaú,84763.73000000001,,
Itaú,115214.74999999991,,
Itaú,10169.989999999991,,
Itaú,109264.47,,
Itaú,163476.07,,
Itaú,59881.09,,
Itaú,16637.73,,
Itaú,-323567.23,,
Itaú,45887.7,-36.0,
Itaú,-22478.700000000012,,
Itaú,118216.20000000007,,
Itaú,-5047.3500000000058,-42.0,
Itaú,63412.040000000008,,
Itaú,241683.28999999998,,
Itaú,-212890.17999999993,,
Itaú,58994.500000000029,,
Itaú,-44661.799999999988,-42.0,
Itaú,-4106.6199999999953,-48.0,
Itaú,-33078.280000000028,,
Itaú,348755.03000000009,,
Itaú,-84448.830000000031,,
Itaú,115759.9,,
Itaú,-1049.880000000001,6.0,0.00019394933351942617
Itaú,-211588.76,,
Itaú,-151503.50999999998,,
Itaú,66636.82,,
Itaú,76037.479999999981,,
Itaú,94588.7,-30.0,
Itaú,-12016.93,-30.0,
Itaú,35047.460000000006,-30.0,
Itaú,21236.760000000009,-42.0,
Itaú,-35958.729999999989,,
Itaú,77200.73000000001,,
Itaú,-64937.00999999998,,
Itaú,-78004.01999999999,-36.0,0.025371495841595211
Itaú,-111259.81999999999,-42.0,
Itaú,46590.59,-42.0,
Itaú,-32711.500000000007,-48.0,
Itaú,147304.94,,
Itaú,65629.87,6.0,-0.0046319647478491391
Itaú,83666.49,,
Itaú,-122585.41000000003,,
Itaú,-236277.55000000005,,
Itaú,18033.35000000002,,
Itaú,381479.23,,
Itaú,-40132.430000000051,-30.0,0.0088117181874247351
Itaú,-136716.21000000002,-42.0,
Itaú,-49887.350000000006,-42.0,
Itaú,244779.15,,
Itaú,-17520.549999999886,,
Itaú,-57167.950000000012,-42.0,
Itaú,-52293.54,-42.0,
Itaú,13941.039999999999,-42.0,
Itaú,296464.28,,
Itaú,92430.82,,
Itaú,63481.29,,
Itaú,-10895.620000000006,,
Itaú,31800.979999999967,,
Itaú,-58434.470000000023,,
Itaú,4871.3600000000151,,
Itaú,34320.910000000011,,
Itaú,8878.5100000000384,,
Itaú,-80088.930000000008,,
Itaú,147737.57,-42.0,
Itaú,-58798.930000000109,,
Itaú,20095.260000000009,,
Itaú,-2574.0699999999997,-24.0,
Itaú,479668.56000000006,,
Itaú,161768.14000000007,,
Itaú,-54685.679999999993,,
Itaú,135530.3,,
Itaú,-216423.73000000004,,
Itaú,228836.38,,
Itaú,-215677.11,-30.0,
Itaú,38020.09,-42.0,
Itaú,-45763.5,-48.0,
Itaú,-150314.31000000003,,
Itaú,-51773.669999999955,,
Itaú,99458.859999999986,,
Itaú,30965.539999999994,,
Itaú,10662.750000000015,,
Itaú,140812.76999999996,,
Itaú,11128.759999999951,,
Itaú,7135.38999999997,,
Itaú,-48037.280000000013,,
Itaú,47379.769999999975,,
Itaú,-82103.600000000151,,
Itaú,-122134.87000000001,,
Itaú,-46114.34,,
Itaú,159206.33,6.0,0.00051874631450480116
Itaú,92217.020000000019,-6.0,0.01704104445471584
Itaú,76070.06,-42.0,
Itaú,92151.02,,
Itaú,49341.080000000075,,
Itaú,78300.0,,
Itaú,44272.899999999994,,
Itaú,-12832.380000000005,-18.0,0.005506304764965532
Itaú,-47833.489999999991,-42.0,
Itaú,13251.830000000016,,
Itaú,-174657.36999999994,,
Itaú,384558.0,,
Itaú,-127779.37000000001,-30.0,
Itaú,106655.95999999999,-42.0,
Itaú,-23591.279999999984,,
Itaú,-284557.56,,
Itaú,281049.12999999995,,
Itaú,343110.78,-42.0,
Itaú,-59491.850000000013,-42.0,
Itaú,23379.930000000008,,
Itaú,-108443.24999999999,,
Itaú,-31123.080000000009,-42.0,
Itaú,-4343.30999999999,,
Itaú,-61277.08,-42.0,
Itaú,104202.87000000001,-42.0,0.0079987343355038716
Itaú,-17179.3400000001,,
Itaú,85741.63,-42.0,0.0080417114015014154
Itaú,29023.020000000019,-42.0,
Itaú,68563.66,,
Itaú,-40435.530000000021,,
Itaú,56161.739999999991,,
Itaú,-42326.599999999977,,
Itaú,141746.84,12.0,0.0083965947154842312
Itaú,-7549.0499999999884,-42.0,
Itaú,-149850.69999999998,,
Itaú,-278966.67000000004,,
Itaú,-211543.37999999992,,
Itaú,77106.720000000045,,
Itaú,-32074.220000000008,,
Itaú,6091.6799999999785,,
Itaú,262628.22,,
Itaú,-58212.11,-42.0,
Itaú,-54099.79,-42.0,0.012264205334846137
Itaú,-59560.349999999977,,
Itaú,313320.10999999993,,
Itaú,-76999.540000000008,,
Itaú,-13759.159999999996,,
Itaú,-73793.04,,
Itaú,-35711.840000000026,,
Itaú,-109072.77999999998,,
Itaú,-43636.080000000045,,
Itaú,98424.530000000057,,
Itaú,-54031.64,,
Itaú,127750.92000000001,,
Itaú,29670.170000000056,,
Itaú,72904.54,,
Itaú,-92152.87,,
Itaú,-142588.53000000003,,
Itaú,-15295.290000000008,-30.0,0.0069985937176966946
Itaú,-151964.71,-30.0,
Itaú,-62075.390000000007,-48.0,
Itaú,130026.50999999998,,
Itaú,-9604.78999999998,,
Itaú,-329308.71,,
Itaú,36694.950000000012,,
Itaú,-108109.53999999996,,
Itaú,51528.66,-42.0,
Itaú,112413.47,,
Itaú,33263.47,,
Itaú,-26011.950000000012,,
Itaú,12499.279999999948,,
Itaú,96023.57,,
Itaú,37382.78,-18.0,-0.0053927607002843062
Itaú,-80238.930000000008,-42.0,-0.030446021997181862
Itaú,105992.66,,
Itaú,42648.05,,
Itaú,72780.5,,
Itaú,270945.89,,
Itaú,27535.130000000019,,
Itaú,25690.71,-42.0,
Itaú,-104489.46000000002,-42.0,
Itaú,7877.9499999999971,-42.0,
Itaú,2981.1799999999967,-48.0,
Itaú,-640.27000000000044,-42.0,0.01225160228962914
Itaú,159373.36,,
Itaú,-10499.660000000033,,
Itaú,3827.1399999999885,,
Itaú,85862.010000000009,-6.0,-0.0029251150363663568
Itaú,-62013.569999999992,-42.0,-0.016459297683779892
Itaú,-74579.110000000015,-42.0,
Itaú,-152686.95,-42.0,
Itaú,66327.900000000009,,
Itaú,-345764.0299999998,,
Itaú,448010.57,,
Itaú,-5461.35,0.0,-0.014600204152961205
Itaú,-46201.55,-42.0,0.015001933443077833
Itaú,4552.3200000000506,,
Itaú,-177443.76999999993,,
Itaú,9437.2999999999884,,
Itaú,-14331.300000000025,,
