IF_adj,diferenca_limite,diferenca_prazo,diferenca_taxa
Stone,-125542.65,-48.0,
Stone,32102.449999999968,,
Stone,-81596.420000000027,,
Stone,-40725.25,,
Stone,132552.34000000003,,
Stone,-20594.740000000005,,
Stone,15719.21,,
Stone,-1269.7300000000105,,
Stone,-45723.23000000001,,
Stone,-61544.9,6.0,0.00076626731521064334
Stone,76013.889999999985,-6.0,
Stone,-18591.46,-12.0,
Stone,10975.700000000004,-12.0,
Stone,-14334.25999999998,-42.0,
Stone,337732.08999999997,-48.0,
Stone,9392.7099999999919,,
Stone,-73761.88,,
Stone,220931.43,,
Stone,-110231.37999999999,,
Stone,-16224.48,,
Stone,-71053.079999999987,,
Stone,-66300.85,,
Stone,-25910.89,,
Stone,4649.3199999999633,,
Stone,42561.469999999987,,
Stone,-136768.3,,
Stone,-30788.119999999995,,
Stone,74159.959999999992,,
Stone,155911.38,9.0,0.0046376967662734095
Stone,69446.76999999999,15.0,-0.047386532478758438
Stone,3845.48,9.0,0.014121985368441142
Stone,216236.69,15.0,
Stone,14618.740000000002,12.0,-0.02544520288725298
Stone,34341.0,6.0,0.01239802703091724
Stone,249626.46,-6.0,-0.030598502545672458
Stone,-9453.07,-18.0,0.01807582437948559
Stone,-108546.81999999999,-30.0,
Stone,6673.239999999998,-30.0,
Stone,40125.109999999986,-48.0,
Stone,8501.41,-42.0,
Stone,40778.03,-168.0,
Stone,-8675.30999999999,,
Stone,-38109.039999999994,,
Stone,-2953.3599999999969,,
Stone,-3745.8999999999287,,
Stone,46926.23,,
Stone,-18105.57,,
Stone,-8595.3399999999965,,
Stone,-266232.92,,
Stone,-137010.60000000003,,
Stone,39749.33,,
Stone,12864.76999999999,,
Stone,-15175.929999999971,,
Stone,57416.59,12.0,0.022400753304443854
Stone,-59732.17,0.0,0.038143292902858505
Stone,-21322.75999999998,-24.0,
Stone,-81308.28,-42.0,
Stone,342702.87,-30.0,0.012833572693716062
Stone,-18842.82,-36.0,
Stone,106647.08000000002,-30.0,
Stone,-18677.950000000004,-42.0,
Stone,-3825.7200000000012,-42.0,
Stone,-249897.29999999981,,
Stone,-155512.16,,
Stone,45037.08,,
Stone,5561.53999999995,,
Stone,88516.059999999983,,
Stone,29286.920000000002,,
Stone,-62571.96,,
Stone,-6541.1800000000076,,
Stone,2411.1799999999948,,
Stone,29083.5,,
Stone,29065.22,,
Stone,133831.9,,
Stone,3798.0699999999197,,
Stone,-33719.110000000044,,
Stone,-2444.6100000000151,,
Stone,32742.600000000006,,
Stone,171210.25,,
Stone,-940.14000000000124,12.0,
Stone,-46515.229999999996,6.0,
Stone,127456.26,-42.0,
Stone,-21447.729999999996,-48.0,
Stone,-67051.16,,
Stone,-77557.859999999986,,
Stone,-43522.009999999995,,
Stone,-91371.879999999976,,
Stone,-39269.130000000012,,
Stone,-4055.9300000000057,,
Stone,-56902.270000000019,,
Stone,172757.35000000003,,
Stone,89765.49,17.0,
Stone,156579.02,17.0,
Stone,114755.23999999999,6.0,-0.0023018456629671745
Stone,-18273.760000000006,-12.0,
Stone,-102755.35999999999,-6.0,
Stone,66510.88,-24.0,-0.014071184793720444
Stone,-43306.1,-18.0,
Stone,-97519.87,-30.0,
Stone,-95015.03,-30.0,
Stone,1528.5099999999998,-42.0,
Stone,69995.72,,
Stone,14814.52999999997,,
Stone,26805.18,,
Stone,34252.869999999995,,
Stone,-23637.4,,
Stone,-12773.009999999995,,
Stone,-72750.349999999977,,
Stone,1216.3400000000001,,
Stone,98955.620000000054,,
Stone,12943.49,16.0,-0.029006689263283793
Stone,123055.73,16.0,
Stone,20782.969999999998,16.0,-0.017604022063893381
Stone,-18294.020000000004,-18.0,
Stone,26429.510000000002,-30.0,
Stone,20692.310000000005,-42.0,
Stone,-45262.03,,
Stone,-65530.210000000006,,
Stone,-34444.000000000022,,
Stone,-160959.94,,
Stone,-62678.629999999976,,
Stone,73765.12999999999,,
Stone,-66242.790000000008,,
Stone,636.00000000000364,,
Stone,18965.609999999986,,
Stone,92649.34,,
Stone,95671.170000000013,,
Stone,67538.140000000043,,
Stone,11964.599999999999,12.0,-0.023601548938070357
Stone,122289.34,12.0,0.0070038800757373995
Stone,64016.33,12.0,
Stone,7182.4699999999975,-30.0,0.035138816435282549
Stone,25293.119999999995,-42.0,
Stone,-104514.80999999998,-42.0,
Stone,982.55999999999767,,
Stone,70413.12,,
Stone,-42503.77,,
Stone,180930.12,,
Stone,7426.4500000000153,,
Stone,-35909.219999999928,,
Stone,27161.36,,
Stone,-21523.700000000004,,
Stone,-34284.900000000009,,
Stone,25354.18,,
Stone,-42948.06,,
Stone,85385.239999999991,12.0,0.018623937402486763
Stone,84638.06,12.0,
Stone,23294.49,6.0,0.026426345515200352
Stone,-75356.390000000014,-30.0,
Stone,-68183.589999999982,-30.0,
Stone,-64582.320000000007,-42.0,-0.063570341712740591
Stone,-4368.5899999999965,-42.0,
Stone,7795.1100000000151,-42.0,
Stone,-304271.63,-162.0,
Stone,98089.670000000042,,
Stone,-19653.700000000004,,
Stone,92310.839999999982,,
Stone,-113962.10999999997,,
Stone,-73575.959999999963,,
Stone,33173.090000000011,,
Stone,-93352.970000000016,,
Stone,-29253.119999999992,,
Stone,-4126.9000000000015,,
Stone,812.53999999999633,,
Stone,-4970.2899999999991,,
Stone,31706.329999999998,17.0,
Stone,53776.84,-6.0,
Stone,40628.979999999996,-18.0,
Stone,-31032.549999999988,-30.0,-0.061698538798333015
Stone,-51639.469999999987,-30.0,
Stone,-72128.319999999992,-42.0,
Stone,48324.25,-42.0,
Stone,154031.36,-42.0,
Stone,-38219.88,-48.0,0.042145037607979323
Stone,85037.900000000009,,
Stone,102774.66,,
Stone,-22418.380000000005,,
Stone,83053.21,,
Stone,123357.01000000001,,
Stone,-29216.800000000054,,
Stone,27288.349999999969,,
Stone,45532.51999999999,,
Stone,-369492.09,,
Stone,94969.529999999984,,
Stone,-26608.489999999991,,
Stone,-6343.5099999999984,6.0,0.007000843994362585
Stone,-19391.14,-24.0,
Stone,-140041.5,-30.0,
Stone,-29135.99,-18.0,
Stone,-134835.82,-18.0,
Stone,5041.9200000000019,-18.0,
Stone,-2084.7000000000407,-30.0,
Stone,55506.479999999996,-30.0,
Stone,-29885.809999999998,-42.0,
Stone,-69649.709999999977,-42.0,
Stone,-84232.84,-42.0,
Stone,-140016.14,-168.0,
Stone,14286.210000000003,,
Stone,-31180.98999999998,,
Stone,132460.22999999998,,
Stone,60150.92,,
Stone,-6030.3400000000111,,
Stone,66815.56,,
Stone,10147.82,,
Stone,-67998.96,,
Stone,-21717.350000000002,,
Stone,26273.99,15.0,
Stone,5857.7300000000005,6.0,-0.048587015068932426
Stone,-18155.139999999992,-42.0,
Stone,-45996.180000000037,,
Stone,-290.75000000002183,,
Stone,-1179.0200000000186,,
Stone,-85391.51999999999,,
Stone,-16970.960000000006,,
Stone,35923.469999999994,,
Stone,68061.830000000016,,
Stone,-7875.17,,
Stone,-14789.550000000003,,
Stone,-88158.149999999965,,
Stone,-360.10000000000582,,
Stone,-51616.46,,
Stone,2644.8999999999869,,
Stone,344025.73,,
Stone,-110607.54,,
Stone,91053.159999999989,,
Stone,33673.850000000006,15.0,-0.016673669550824763
Stone,36128.95,6.0,-0.040516956740855259
Stone,122953.23000000001,-6.0,
Stone,71646.44,-18.0,0.0083347003206581151
Stone,-83989.75,-18.0,
Stone,-77148.540000000008,-18.0,
Stone,78365.359999999986,-30.0,0.0028411857680493355
Stone,-64631.17,-36.0,
Stone,-20624.109999999986,-30.0,0.014521588817186862
Stone,-10909.36,-42.0,
Stone,-32019.859999999993,-48.0,
Stone,-26449.72,-48.0,
Stone,-21842.250000000007,-48.0,
Stone,-308624.94,-48.0,
Stone,-219760.64,-42.0,
Stone,100662.42,,
Stone,-13585.260000000017,,
Stone,47750.979999999996,,
Stone,30515.99,,
Stone,64401.03,,
Stone,-68606.12000000001,,
Stone,-55180.24,,
Stone,17448.979999999989,,
Stone,-86168.87,,
Stone,7463.98,,
Stone,-6918.7900000000072,,
Stone,70255.48,,
Stone,10294.29,,
Stone,-82472.98000000001,,
Stone,-55204.460000000014,,
Stone,362045.44,15.0,
Stone,70743.87,9.0,0.015311990750186903
Stone,45254.5,12.0,-0.0022241468963275918
Stone,62362.119999999995,12.0,-0.0094276986701069924
Stone,-104506.56,-6.0,
Stone,13021.460000000001,-6.0,
Stone,-71725.799999999988,-18.0,
Stone,259301.43999999997,-30.0,
Stone,-18784.67,-48.0,
Stone,64616.600000000006,-42.0,
Stone,-38397.38,-162.0,
Stone,-32786.05,-168.0,
Stone,-100661.51999999999,,
Stone,-107846.09000000005,,
Stone,-128238.15999999999,,
Stone,144708.94,,
Stone,7900.1200000000026,,
Stone,22644.07,,
Stone,64102.97,,
Stone,-22523.409999999982,,
Stone,35166.64,,
Stone,-78369.419999999984,,
Stone,-135443.31999999998,,
Stone,1376.5499999999884,,
Stone,102155.35,,
Stone,48818.719999999994,,
Stone,10061.06,17.0,
Stone,26085.39,12.0,
Stone,75100.57,6.0,
Stone,109432.20999999999,-6.0,
Stone,-50179.39,-36.0,
Stone,-8869.8800000000047,-30.0,0.028858526475743287
Stone,-32411.010000000009,-42.0,
Stone,-77328.86,-42.0,
Stone,17764.03,-42.0,
Stone,-76304.390000000014,-48.0,
Stone,-10710.960000000021,,
Stone,-17168.12999999999,,
Stone,7190.85000000002,,
Stone,62638.990000000005,,
Stone,42486.459999999992,,
Stone,429479.20999999996,,
Stone,-75161.78999999995,,
Stone,23622.3,12.0,
Stone,932.11000000000058,0.0,
Stone,66968.049999999988,-6.0,
Stone,-27219.5,-6.0,0.027302440821861229
Stone,-37344.490000000034,-42.0,-0.00058749194958903836
Stone,28555.649999999994,-42.0,
Stone,91751.66,-42.0,
Stone,-70913.930000000008,-42.0,
Stone,147945.51,-42.0,
Stone,-131294.23000000004,,
Stone,5975.9199999999983,,
Stone,130413.61000000002,,
Stone,24182.57,,
Stone,-11228.930000000008,,
Stone,29312.180000000037,,
Stone,-32028.700000000019,,
Stone,-45989.249999999971,,
Stone,78477.000000000015,,
Stone,16354.11,,
Stone,-43485.520000000019,,
Stone,-233278.17999999993,,
Stone,152824.22999999998,11.0,
Stone,60462.310000000005,15.0,
Stone,93388.62,6.0,-0.023171577911696058
Stone,164402.33000000002,12.0,-0.019285220748172786
Stone,6025.46,-12.0,0.023885066978991336
Stone,75977.0,-6.0,
Stone,-50803.64,-12.0,
Stone,4125.2699999999986,-12.0,
Stone,294664.61,-18.0,
Stone,4656.9599999999991,-36.0,
Stone,-2138.7900000000081,-162.0,
Stone,-29793.14000000001,,
Stone,2045.1900000000314,,
Stone,47128.41,,
Stone,-17228.229999999981,,
Stone,-18784.449999999997,,
Stone,-47861.629999999954,,
Stone,53900.42,,
Stone,-4993.0499999999965,,
Stone,161901.68,17.0,
Stone,22533.51999999999,-42.0,
Stone,143901.36,-42.0,
Stone,-103304.39999999998,-42.0,
Stone,113059.01999999999,,
Stone,70320.009999999922,,
Stone,113462.29999999997,,
Stone,4551.489999999998,,
Stone,-173486.62000000008,,
Stone,71890.76999999996,,
Stone,-24137.6,,
Stone,-7157.02,-6.0,
Stone,126700.32,-6.0,
Stone,-144905.57999999996,-18.0,
Stone,-52088.569999999992,-24.0,
Stone,-35308.079999999994,-42.0,
Stone,-19039.589999999997,-42.0,
Stone,-99652.499999999985,,
Stone,-188666.81000000006,,
Stone,-13580.760000000009,,
Stone,-1380.9299999999712,,
Stone,226866.24000000005,,
Stone,-19351.409999999996,,
Stone,67216.93,,
Stone,5829.6500000000051,,
Stone,-274610.89999999997,,
Stone,-14287.089999999982,,
Stone,18359.800000000003,,
Stone,18389.070000000003,,
Stone,-1928.0799999999981,,
Stone,18558.220000000008,,
Stone,-49710.289999999994,,
Stone,55126.929999999935,,
Stone,-168305.54,12.0,
Stone,-4428.3899999999994,-6.0,-0.016696309393163279
Stone,2680.5300000000025,-6.0,
Stone,-10766.350000000002,-12.0,
Stone,1896.9400000000023,-48.0,
Stone,-89926.88,-42.0,
Stone,-19223.1,-42.0,
Stone,211857.46999999997,-42.0,
Stone,-16794.399999999998,-42.0,
Stone,52192.450000000004,-42.0,0.014106967243409929
Stone,-104239.33000000002,-42.0,
Stone,-38948.590000000011,-42.0,
Stone,63310.899999999994,,
Stone,-9173.0400000000045,,
Stone,-12877.209999999992,,
Stone,59823.36,,
Stone,-8382.2400000000125,,
Stone,118510.82000000002,,
Stone,-11619.329999999973,,
Stone,244780.46000000002,,
Stone,-18063.849999999988,,
Stone,-40009.61000000003,,
Stone,21966.73,,
Stone,-38096.100000000028,,
Stone,-47348.219999999987,,
Stone,-204337.29000000004,,
Stone,-12882.379999999997,,
Stone,13776.570000000007,,
Stone,-31687.569999999992,,
Stone,92264.99,,
Stone,-40300.519999999895,,
Stone,14704.600000000002,17.0,0.011399224333053688
Stone,40920.59,15.0,
Stone,9403.79,9.0,
Stone,7352.9699999999993,12.0,-0.053145805633222847
Stone,34779.17,12.0,0.0070256473206977837
Stone,-51879.790000000008,6.0,0.028589883582376741
Stone,6478.3899999999994,0.0,
Stone,18107.29,-6.0,
Stone,8506.4399999999987,-6.0,0.02343392449281196
Stone,-7349.9800000000032,-12.0,
Stone,-86144.48,-24.0,-0.018631552884411831
Stone,-14921.539999999997,-18.0,
Stone,-52176.38,-36.0,
Stone,-99060.889999999985,-42.0,0.0013356404934030189
Stone,-316517.71,-42.0,
Stone,8187.0500000000029,-42.0,
Stone,57476.42,-42.0,
Stone,-4630.9599999999982,,
Stone,69501.93,,
Stone,19958.410000000011,,
Stone,-10461.790000000006,,
Stone,-19041.769999999986,,
Stone,19384.230000000003,,
Stone,-8004.3599999999824,,
Stone,-3903.1299999999974,,
Stone,18975.839999999997,,
Stone,-19373.199999999979,,
Stone,-7340.3499999999985,,
Stone,-27139.679999999964,,
Stone,37852.600000000006,,
Stone,-1314.8200000000015,,
Stone,-432.42000000000553,,
Stone,-60886.54,,
Stone,-24273.500000000015,,
Stone,-40694.549999999996,17.0,
Stone,52415.11,16.0,-0.012645054617306084
Stone,1183.3400000000011,-18.0,0.0087466234261731057
Stone,-11277.98,-24.0,
Stone,15449.219999999998,-18.0,0.022860346221524677
Stone,-11350.269999999997,-18.0,
Stone,-34990.340000000004,-30.0,
Stone,-115742.88,-36.0,
Stone,-43946.419999999984,-162.0,
Stone,-3747.5600000000013,,
Stone,-75066.739999999991,,
Stone,-40649.449999999975,,
Stone,-184094.13999999998,,
Stone,83809.549999999872,,
Stone,-69131.350000000035,,
Stone,-18984.379999999968,,
Stone,11809.329999999984,,
Stone,-91836.4,,
Stone,16596.410000000003,,
Stone,-32878.91,,
Stone,-16817.450000000004,,
Stone,19626.359999999986,,
Stone,267986.94,,
Stone,15245.830000000002,9.0,-0.0191982134704934
Stone,77298.24,12.0,-0.010060372293720775
Stone,4057.1400000000012,0.0,0.0023942113700027787
Stone,5169.5499999999993,-6.0,
Stone,53504.380000000005,-6.0,0.019963473585010341
Stone,-16191.470000000001,-12.0,
Stone,78839.510000000009,-6.0,0.0049089950707013538
Stone,-33474.97,-18.0,
Stone,38313.86,-30.0,
Stone,-13532.00999999998,-30.0,
Stone,-29887.200000000004,-36.0,
Stone,-40085.30999999999,-30.0,0.025701701073762143
Stone,-41748.18,-36.0,
Stone,-25832.270000000004,-42.0,
Stone,-108471.51999999997,-42.0,
Stone,18273.040000000005,-42.0,
Stone,-12550.230000000003,,
Stone,-35125.84,,
Stone,165057.21,,
Stone,-16940.099999999991,,
Stone,43686.209999999963,,
Stone,7589.9599999999991,,
Stone,-123344.87,,
Stone,-35785.130000000019,,
Stone,-20295.379999999997,,
Stone,7991.0800000000017,,
Stone,-17699.460000000014,,
Stone,-51650.150000000016,,
Stone,47278.340000000004,4.0,-0.0065972841440721935
Stone,12893.16,15.0,0.014809034678646658
Stone,46994.200000000004,0.0,0.0014530340567502839
Stone,117017.89000000001,-6.0,
Stone,-3395.880000000001,-6.0,
Stone,-3396.9000000000051,-30.0,0.015696785345165457
Stone,-1967.6599999999999,-30.0,-0.0012056618246320469
Stone,10797.82,-36.0,
Stone,-90367.03,-42.0,
Stone,-15321.860000000015,-48.0,0.018950032904890349
Stone,-34648.06,,
Stone,94133.819999999992,,
Stone,-21236.609999999997,,
Stone,105153.85,,
Stone,-80532.159999999858,,
Stone,-18814.810000000005,,
Stone,32305.199999999997,,
Stone,-30770.14,,
Stone,29168.69,0.0,0.017883861236062504
Stone,20127.059999999998,6.0,0.025364317477842242
Stone,14506.25,-18.0,
Stone,-121360.53,-24.0,
Stone,-403820.43,-42.0,0.022213494398722354
Stone,-44076.539999999972,-54.0,
Stone,-64318.440000000017,,
Stone,67678.62000000001,,
Stone,-94880.77,,
Stone,14892.91,,
Stone,141820.24999999997,,
Stone,9538.0699999999852,,
Stone,270945.20999999996,,
Stone,-73567.6,-18.0,0.0149024403284847
Stone,8207.39,-12.0,
Stone,-26665.550000000003,-6.0,
Stone,41884.98,-18.0,
Stone,-16748.81,-30.0,
Stone,156496.02000000002,-30.0,
Stone,-30406.949999999997,-36.0,
Stone,55392.14,-42.0,
Stone,-112471.46999999999,-48.0,0.029615328322654288
Stone,-21632.659999999996,-42.0,
Stone,-114231.95999999999,-48.0,
Stone,-92232.35,-42.0,
Stone,29073.78,-42.0,
Stone,-101538.60000000003,,
Stone,-17550.39,,
Stone,-85193.62,,
Stone,69642.700000000012,,
Stone,20579.429999999993,,
Stone,-44705.570000000007,,
Stone,-116312.47000000002,,
Stone,-22326.69000000001,,
Stone,-294321.24000000011,,
Stone,-242872.81,,
Stone,75107.949999999983,,
Stone,49577.679999999993,,
Stone,26758.769999999997,,
Stone,-4565.5299999999916,,
Stone,112950.7,18.0,-0.044596674057649596
Stone,23872.870000000003,0.0,0.022400889574190334
Stone,-71178.12,-6.0,0.012237555880947246
Stone,-120794.06999999998,-12.0,0.035421014953634714
Stone,-17660.200000000012,-6.0,
Stone,8298.6500000000015,-24.0,
Stone,-53788.649999999994,-42.0,
Stone,-34824.55,-42.0,
Stone,-82294.120000000024,-162.0,0.010556826341792946
Stone,-87279.39999999998,,
Stone,-133268.31000000006,,
Stone,334747.26,,
Stone,12118.04,,
Stone,-41260.659999999989,,
Stone,30558.530000000006,,
Stone,35417.28,,
Stone,-27992.71,,
Stone,30907.250000000015,,
Stone,38473.36000000003,,
Stone,-15825.640000000032,,
Stone,86334.939999999988,,
Stone,7209.8899999999994,6.0,0.0067968819915746395
Stone,-3847.7699999999968,-18.0,
Stone,115113.48,-18.0,
Stone,-124958.75000000001,-30.0,
Stone,13979.229999999989,-30.0,
Stone,33731.649999999994,-42.0,
Stone,-7773.98000000004,,
Stone,604.7300000000032,,
Stone,17191.129999999997,,
Stone,-134889.42999999996,,
Stone,11199.36,,
Stone,-86922.130000000019,,
Stone,80482.259999999966,,
Stone,38928.279999999984,,
Stone,-17317.12999999999,,
Stone,-29502.790000000026,,
Stone,-93368.340000000011,,
Stone,13708.319999999985,,
Stone,87781.370000000024,,
Stone,31269.410000000003,,
Stone,36055.869999999995,,
Stone,-395.9199999999837,,
Stone,25769.52,11.0,
Stone,-11836.940000000002,12.0,
Stone,74081.34,6.0,-0.0096313106958677
Stone,-19150.460000000003,0.0,0.0089137673583091215
Stone,7511.4700000000012,-6.0,0.018955834186965517
Stone,17879.069999999996,-6.0,
Stone,-28582.979999999989,-42.0,
Stone,-141525.71,-48.0,0.0075613622958146595
Stone,1601.7900000000081,,
Stone,11870.079999999987,,
Stone,48978.450000000012,,
Stone,-6338.8800000000156,,
Stone,-62902.939999999995,,
Stone,-112132.69999999998,,
Stone,-41665.140000000007,,
Stone,129753.13,,
Stone,394603.74,,
Stone,119783.55000000002,,
Stone,29244.889999999985,,
Stone,5925.940000000046,,
Stone,23615.230000000003,12.0,0.0039050835148873447
Stone,50208.55,6.0,
Stone,41894.330000000016,-30.0,
Stone,60285.72,-30.0,
Stone,76426.0,-42.0,
Stone,-11656.330000000002,-168.0,
Stone,60311.400000000009,,
Stone,4644.5200000000041,,
Stone,-27713.889999999992,,
Stone,14344.430000000004,,
Stone,4751.1500000000015,,
Stone,-3956.5700000000033,,
Stone,-100866.23999999992,,
Stone,-4963.5800000000017,,
Stone,-144610.34,,
Stone,-210089.52000000002,,
Stone,-18700.160000000003,,
Stone,-66192.14000000013,,
Stone,-273221.79000000004,,
Stone,1263.7000000000407,,
Stone,12202.359999999999,6.0,-0.018446403738077218
Stone,-66685.94,6.0,0.0041247553987875038
Stone,1067.9799999999996,6.0,0.00089964961917982783
Stone,2034.5,-24.0,
Stone,-56550.570000000007,-30.0,0.0011292695119664263
Stone,-88387.31,-48.0,
Stone,50870.61,-42.0,
Stone,-50055.11,-48.0,
Stone,-124954.15000000001,-42.0,
Stone,-46643.229999999996,-48.0,0.038152148213015206
Stone,-27146.490000000005,,
Stone,-121845.94000000003,,
Stone,1103.5899999999983,,
Stone,-17166.449999999997,,
Stone,-213482.22000000003,,
Stone,-96836.910000000018,,
Stone,14073.12000000001,,
Stone,6382.2100000000009,,
Stone,-71917.270000000033,,
Stone,-85905.530000000086,,
Stone,9804.3100000000559,,
Stone,29994.319999999949,,
Stone,22771.070000000003,,
Stone,-48337.37000000001,,
Stone,-52116.809999999954,,
Stone,-42418.929999999986,,
Stone,-108992.34000000004,,
Stone,-443122.49999999988,,
Stone,44555.969999999987,-6.0,-0.037097977926009745
Stone,-63755.810000000005,-24.0,
Stone,-130221.15999999999,-30.0,
Stone,-55460.630000000019,-42.0,
Stone,92547.860000000044,,
Stone,-51735.850000000013,,
Stone,-42922.840000000011,,
Stone,-63392.97,,
Stone,-10955.970000000001,,
Stone,-12073.940000000002,,
Stone,11073.189999999995,,
Stone,-5012.2000000000262,,
Stone,-18215.890000000003,,
Stone,-18804.989999999998,-18.0,-0.058856034259018912
Stone,-25163.030000000013,-42.0,
Stone,5322.9199999999837,-42.0,
Stone,-13092.350000000006,-42.0,
Stone,-41496.3,-48.0,
Stone,-11897.930000000002,-48.0,
Stone,-29931.350000000006,-42.0,
Stone,-13376.389999999996,-162.0,
Stone,30750.280000000028,,
Stone,-21422.729999999996,,
Stone,-133874.13999999996,,
Stone,-90628.96,,
Stone,41100.86,,
Stone,-43537.02999999997,,
Stone,-34016.82,,
Stone,39852.64,,
Stone,-34525.36,,
Stone,-30271.539999999994,,
Stone,52395.84000000004,,
Stone,15780.029999999999,,
Stone,34220.35,,
Stone,78152.650000000052,,
Stone,-118119.76000000001,,
Stone,79780.78,6.0,
Stone,2713.8099999999995,-12.0,
Stone,-57015.869999999995,-6.0,
Stone,-16310.419999999998,-6.0,
Stone,-15806.489999999996,-18.0,
Stone,-63738.560000000005,-30.0,
Stone,-15255.419999999998,-42.0,
Stone,-3212.0599999999977,-42.0,
Stone,-121825.68999999999,-42.0,
Stone,2340.4399999999987,-42.0,
Stone,-86483.989999999991,-42.0,
Stone,-6699.4599999999955,-42.0,
Stone,-43530.05,-42.0,
Stone,100955.18999999999,,
